Kilifi-Coast-67_S55_L001_paired_trim_R1	4.0	1.0	6.0	1.0	5.0	2.0	4.0	5.0	22.0	13.0	8.0	9.0	10.0	6.0	7.0	5.0	12.0	8.0	9.0	4.0	3.0	7.0	11.0	6.0	7.0	5.0	7.0	10.0	9.0	7.0	14.0	17.0	5.0	15.0	10.0	9.0	8.0	16.0	21.0	17.0	14.0	17.0	89.0	20398.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-67_S55_L001_paired_trim_R2	33.0	37.0	30.0	27.0	40.0	18.0	15.0	13.0	8.0	13.0	11.0	18.0	14.0	14.0	21.0	40.0	27.0	24.0	14.0	7.0	15.0	26.0	30.0	35.0	23.0	33.0	43.0	35.0	53.0	68.0	84.0	74.0	94.0	103.0	135.0	128.0	123.0	227.0	229.0	297.0	342.0	332.0	794.0	17116.0
	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-68_S56_L001_paired_trim_R1	1.0	0.0	4.0	1.0	1.0	4.0	13.0	23.0	8.0	9.0	5.0	2.0	5.0	8.0	5.0	8.0	5.0	3.0	6.0	4.0	5.0	6.0	7.0	7.0	6.0	11.0	9.0	7.0	5.0	6.0	8.0	4.0	12.0	9.0	5.0	6.0	9.0	10.0	5.0	8.0	14.0	44.0	9231.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-68_S56_L001_paired_trim_R2	25.0	26.0	21.0	21.0	27.0	18.0	8.0	8.0	4.0	11.0	3.0	7.0	11.0	15.0	10.0	14.0	12.0	8.0	13.0	8.0	6.0	13.0	12.0	20.0	10.0	7.0	19.0	22.0	22.0	20.0	35.0	28.0	25.0	36.0	44.0	32.0	33.0	71.0	71.0	103.0	94.0	135.0	359.0	8062.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-69_S57_L001_paired_trim_R1	2.0	1.0	4.0	8.0	5.0	5.0	5.0	12.0	30.0	12.0	14.0	7.0	13.0	12.0	12.0	13.0	10.0	8.0	11.0	8.0	5.0	10.0	8.0	13.0	5.0	13.0	9.0	8.0	12.0	13.0	13.0	20.0	8.0	11.0	14.0	15.0	20.0	27.0	19.0	23.0	19.0	18.0	93.0	25888.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-69_S57_L001_paired_trim_R2	57.0	56.0	26.0	40.0	36.0	13.0	23.0	19.0	15.0	12.0	18.0	15.0	12.0	23.0	28.0	40.0	27.0	22.0	14.0	21.0	17.0	23.0	37.0	29.0	17.0	32.0	31.0	40.0	50.0	82.0	83.0	68.0	74.0	109.0	110.0	121.0	102.0	194.0	217.0	235.0	284.0	318.0	827.0	22859.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-71_S58_L001_paired_trim_R1	2.0	5.0	5.0	1.0	3.0	2.0	2.0	11.0	16.0	8.0	10.0	3.0	6.0	7.0	5.0	4.0	9.0	12.0	8.0	1.0	3.0	2.0	5.0	12.0	6.0	8.0	8.0	5.0	9.0	6.0	7.0	7.0	9.0	8.0	9.0	12.0	6.0	17.0	24.0	13.0	16.0	15.0	73.0	14850.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-71_S58_L001_paired_trim_R2	39.0	29.0	12.0	27.0	25.0	9.0	11.0	10.0	6.0	14.0	10.0	15.0	8.0	12.0	16.0	14.0	19.0	14.0	21.0	13.0	17.0	12.0	14.0	30.0	14.0	19.0	24.0	25.0	32.0	54.0	38.0	47.0	46.0	64.0	50.0	68.0	73.0	108.0	166.0	169.0	228.0	227.0	579.0	12822.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-72_S59_L001_paired_trim_R1	3.0	5.0	3.0	2.0	2.0	3.0	3.0	8.0	10.0	9.0	1.0	6.0	6.0	5.0	10.0	3.0	10.0	7.0	8.0	7.0	6.0	6.0	5.0	5.0	6.0	6.0	6.0	10.0	2.0	4.0	9.0	5.0	4.0	9.0	12.0	8.0	6.0	15.0	8.0	8.0	10.0	18.0	72.0	12107.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-72_S59_L001_paired_trim_R2	36.0	28.0	18.0	16.0	22.0	7.0	13.0	8.0	8.0	10.0	6.0	11.0	18.0	13.0	16.0	33.0	12.0	9.0	10.0	14.0	14.0	18.0	22.0	18.0	11.0	18.0	19.0	25.0	25.0	45.0	56.0	34.0	50.0	66.0	70.0	54.0	64.0	115.0	109.0	132.0	142.0	174.0	395.0	10474.0
	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-73_S60_L001_paired_trim_R1	2.0	2.0	2.0	1.0	3.0	2.0	2.0	8.0	6.0	6.0	3.0	4.0	2.0	7.0	2.0	3.0	1.0	6.0	6.0	6.0	6.0	4.0	3.0	9.0	2.0	5.0	1.0	3.0	3.0	5.0	9.0	5.0	10.0	9.0	8.0	10.0	9.0	11.0	11.0	14.0	13.0	47.0	5539.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-73_S60_L001_paired_trim_R2	14.0	19.0	8.0	11.0	20.0	10.0	10.0	2.0	4.0	6.0	6.0	6.0	8.0	4.0	9.0	7.0	7.0	10.0	5.0	4.0	7.0	10.0	14.0	12.0	9.0	14.0	15.0	19.0	20.0	23.0	19.0	32.0	36.0	47.0	34.0	40.0	73.0	67.0	62.0	78.0	126.0	125.0	304.0	4454.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-74_S61_L001_paired_trim_R1	5.0	9.0	9.0	11.0	5.0	8.0	9.0	24.0	108.0	41.0	27.0	27.0	33.0	35.0	27.0	22.0	33.0	22.0	28.0	10.0	13.0	24.0	43.0	25.0	17.0	16.0	26.0	11.0	10.0	14.0	19.0	22.0	23.0	20.0	22.0	22.0	26.0	33.0	24.0	28.0	28.0	45.0	143.0	27326.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-74_S61_L001_paired_trim_R2	42.0	78.0	88.0	91.0	217.0	68.0	27.0	16.0	24.0	26.0	18.0	24.0	28.0	38.0	38.0	29.0	27.0	32.0	26.0	17.0	35.0	33.0	39.0	26.0	37.0	42.0	42.0	50.0	51.0	82.0	96.0	88.0	99.0	96.0	113.0	111.0	119.0	176.0	199.0	272.0	353.0	376.0	1057.0	23927.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-75_S62_L001_paired_trim_R1	5.0	3.0	3.0	10.0	12.0	10.0	11.0	33.0	163.0	76.0	37.0	29.0	33.0	28.0	31.0	33.0	20.0	26.0	31.0	22.0	30.0	21.0	31.0	29.0	24.0	26.0	20.0	11.0	18.0	26.0	23.0	22.0	11.0	17.0	18.0	24.0	23.0	29.0	24.0	34.0	37.0	30.0	187.0	21656.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-75_S62_L001_paired_trim_R2	42.0	77.0	93.0	91.0	305.0	65.0	46.0	24.0	21.0	30.0	22.0	28.0	28.0	24.0	44.0	55.0	39.0	50.0	31.0	77.0	100.0	65.0	118.0	112.0	48.0	87.0	86.0	91.0	106.0	207.0	170.0	143.0	140.0	170.0	208.0	241.0	259.0	265.0	254.0	304.0	322.0	383.0	1135.0	16781.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-76_S63_L001_paired_trim_R1	1.0	10.0	7.0	5.0	3.0	3.0	11.0	33.0	162.0	72.0	29.0	34.0	31.0	34.0	29.0	30.0	27.0	28.0	26.0	20.0	9.0	24.0	26.0	20.0	20.0	27.0	20.0	13.0	22.0	20.0	21.0	19.0	11.0	17.0	12.0	17.0	20.0	23.0	24.0	21.0	30.0	34.0	144.0	23950.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-76_S63_L001_paired_trim_R2	53.0	94.0	92.0	83.0	281.0	66.0	27.0	15.0	18.0	20.0	24.0	28.0	37.0	21.0	30.0	31.0	31.0	26.0	26.0	26.0	37.0	38.0	36.0	30.0	29.0	36.0	39.0	44.0	57.0	76.0	104.0	75.0	73.0	101.0	95.0	94.0	150.0	218.0	217.0	291.0	342.0	372.0	783.0	20773.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-77_S64_L001_paired_trim_R1	2.0	7.0	3.0	2.0	4.0	9.0	10.0	6.0	11.0	3.0	6.0	6.0	11.0	15.0	10.0	7.0	12.0	9.0	8.0	11.0	8.0	12.0	15.0	17.0	11.0	12.0	16.0	19.0	11.0	26.0	20.0	21.0	9.0	18.0	18.0	10.0	17.0	41.0	30.0	21.0	38.0	34.0	116.0	31205.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-77_S64_L001_paired_trim_R2	30.0	24.0	14.0	24.0	20.0	14.0	21.0	18.0	18.0	15.0	16.0	20.0	34.0	28.0	39.0	53.0	46.0	49.0	24.0	22.0	28.0	48.0	62.0	63.0	30.0	55.0	84.0	68.0	105.0	164.0	169.0	108.0	124.0	155.0	133.0	186.0	253.0	418.0	329.0	418.0	465.0	533.0	1018.0	26352.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-78_S65_L001_paired_trim_R1	1.0	3.0	2.0	3.0	1.0	3.0	8.0	9.0	16.0	12.0	4.0	10.0	9.0	10.0	16.0	8.0	14.0	11.0	7.0	7.0	6.0	4.0	13.0	7.0	4.0	12.0	7.0	7.0	14.0	9.0	12.0	17.0	8.0	12.0	11.0	8.0	9.0	21.0	17.0	9.0	23.0	16.0	81.0	18633.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-78_S65_L001_paired_trim_R2	16.0	30.0	27.0	32.0	43.0	14.0	24.0	20.0	11.0	14.0	7.0	18.0	23.0	16.0	31.0	55.0	27.0	27.0	10.0	10.0	21.0	33.0	50.0	42.0	27.0	45.0	64.0	51.0	59.0	125.0	125.0	79.0	66.0	101.0	78.0	117.0	136.0	257.0	231.0	263.0	289.0	293.0	665.0	15442.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-79_S66_L001_paired_trim_R1	5.0	7.0	7.0	6.0	2.0	4.0	3.0	42.0	261.0	108.0	45.0	28.0	64.0	37.0	37.0	22.0	33.0	23.0	32.0	23.0	27.0	29.0	24.0	23.0	23.0	31.0	25.0	22.0	18.0	11.0	20.0	22.0	7.0	16.0	17.0	21.0	12.0	23.0	13.0	16.0	37.0	33.0	103.0	21735.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-79_S66_L001_paired_trim_R2	62.0	112.0	117.0	105.0	448.0	103.0	41.0	19.0	18.0	23.0	24.0	22.0	21.0	28.0	28.0	52.0	34.0	25.0	21.0	8.0	19.0	25.0	44.0	36.0	24.0	46.0	60.0	51.0	72.0	124.0	135.0	89.0	94.0	122.0	91.0	142.0	164.0	331.0	288.0	416.0	480.0	407.0	829.0	17697.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-84_S67_L001_paired_trim_R1	6.0	2.0	7.0	6.0	8.0	8.0	7.0	4.0	23.0	11.0	2.0	6.0	10.0	13.0	12.0	9.0	13.0	6.0	6.0	4.0	8.0	6.0	5.0	7.0	10.0	8.0	15.0	22.0	15.0	19.0	25.0	25.0	11.0	22.0	24.0	20.0	11.0	30.0	28.0	19.0	26.0	23.0	117.0	28523.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-84_S67_L001_paired_trim_R2	28.0	32.0	25.0	29.0	48.0	14.0	23.0	15.0	8.0	8.0	20.0	19.0	14.0	16.0	28.0	32.0	29.0	22.0	15.0	19.0	15.0	22.0	27.0	36.0	24.0	33.0	48.0	35.0	70.0	76.0	73.0	49.0	55.0	77.0	77.0	83.0	78.0	172.0	178.0	231.0	265.0	288.0	753.0	25973.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-85_S68_L001_paired_trim_R1	4.0	5.0	1.0	6.0	4.0	8.0	4.0	10.0	23.0	14.0	8.0	10.0	12.0	16.0	15.0	8.0	13.0	8.0	15.0	9.0	13.0	10.0	14.0	7.0	8.0	10.0	7.0	4.0	16.0	22.0	22.0	12.0	5.0	18.0	12.0	11.0	11.0	25.0	26.0	8.0	25.0	34.0	107.0	26835.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-85_S68_L001_paired_trim_R2	26.0	33.0	42.0	42.0	57.0	23.0	18.0	11.0	17.0	8.0	12.0	20.0	16.0	22.0	19.0	20.0	24.0	19.0	9.0	19.0	23.0	16.0	23.0	26.0	24.0	35.0	23.0	34.0	46.0	52.0	75.0	53.0	54.0	88.0	74.0	85.0	103.0	161.0	208.0	268.0	301.0	365.0	813.0	24048.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-86_S69_L001_paired_trim_R1	3.0	8.0	3.0	3.0	3.0	5.0	11.0	24.0	83.0	51.0	14.0	16.0	16.0	31.0	21.0	19.0	17.0	18.0	18.0	11.0	14.0	18.0	15.0	11.0	18.0	22.0	18.0	11.0	13.0	15.0	19.0	28.0	7.0	14.0	26.0	19.0	23.0	30.0	27.0	24.0	32.0	37.0	147.0	24939.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-86_S69_L001_paired_trim_R2	44.0	65.0	62.0	35.0	152.0	33.0	25.0	19.0	29.0	28.0	16.0	27.0	30.0	26.0	64.0	65.0	39.0	42.0	27.0	36.0	33.0	37.0	39.0	38.0	34.0	53.0	55.0	70.0	84.0	125.0	100.0	96.0	112.0	126.0	147.0	185.0	172.0	259.0	265.0	314.0	366.0	329.0	860.0	21139.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-87_S70_L001_paired_trim_R1	5.0	11.0	9.0	5.0	5.0	4.0	4.0	11.0	27.0	24.0	19.0	12.0	18.0	17.0	15.0	11.0	28.0	6.0	10.0	13.0	15.0	7.0	11.0	11.0	11.0	15.0	16.0	5.0	14.0	10.0	16.0	16.0	7.0	14.0	14.0	8.0	14.0	30.0	24.0	24.0	25.0	27.0	111.0	30316.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-87_S70_L001_paired_trim_R2	39.0	52.0	48.0	59.0	87.0	18.0	25.0	15.0	14.0	23.0	16.0	27.0	24.0	31.0	30.0	21.0	36.0	26.0	16.0	19.0	18.0	22.0	28.0	37.0	28.0	36.0	35.0	42.0	47.0	46.0	53.0	74.0	49.0	86.0	85.0	108.0	107.0	192.0	269.0	279.0	408.0	406.0	998.0	26936.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-88_S71_L001_paired_trim_R1	6.0	3.0	5.0	5.0	2.0	2.0	2.0	17.0	24.0	10.0	9.0	8.0	13.0	12.0	12.0	8.0	17.0	9.0	8.0	2.0	8.0	11.0	12.0	23.0	6.0	19.0	17.0	10.0	25.0	25.0	23.0	31.0	21.0	43.0	32.0	41.0	25.0	43.0	68.0	52.0	33.0	49.0	244.0	21444.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kilifi-Coast-88_S71_L001_paired_trim_R2	28.0	31.0	38.0	28.0	33.0	17.0	26.0	28.0	20.0	22.0	20.0	21.0	24.0	20.0	32.0	40.0	35.0	33.0	30.0	27.0	45.0	47.0	39.0	70.0	59.0	130.0	125.0	181.0	198.0	275.0	345.0	299.0	403.0	470.0	275.0	375.0	215.0	415.0	471.0	532.0	446.0	450.0	1182.0	14879.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-31_S26_L001_paired_trim_R1	2.0	8.0	4.0	8.0	5.0	2.0	2.0	17.0	75.0	38.0	16.0	23.0	18.0	19.0	14.0	15.0	17.0	14.0	18.0	13.0	19.0	19.0	10.0	16.0	9.0	12.0	16.0	16.0	6.0	10.0	18.0	15.0	10.0	20.0	17.0	12.0	14.0	19.0	24.0	21.0	29.0	21.0	116.0	18084.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-31_S26_L001_paired_trim_R2	142.0	110.0	44.0	33.0	31.0	27.0	16.0	16.0	14.0	19.0	12.0	27.0	27.0	29.0	33.0	36.0	28.0	39.0	34.0	24.0	34.0	31.0	28.0	34.0	28.0	36.0	36.0	40.0	48.0	54.0	60.0	61.0	72.0	88.0	77.0	105.0	84.0	155.0	223.0	230.0	257.0	306.0	776.0	15277.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-35_S27_L001_paired_trim_R1	4.0	10.0	7.0	3.0	6.0	3.0	6.0	29.0	116.0	82.0	35.0	10.0	22.0	32.0	32.0	19.0	20.0	24.0	26.0	9.0	22.0	22.0	26.0	19.0	20.0	18.0	11.0	18.0	11.0	10.0	15.0	23.0	16.0	12.0	18.0	18.0	22.0	27.0	32.0	22.0	25.0	33.0	105.0	20514.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-35_S27_L001_paired_trim_R2	260.0	200.0	52.0	59.0	33.0	21.0	14.0	14.0	15.0	16.0	11.0	25.0	27.0	25.0	26.0	27.0	32.0	27.0	25.0	19.0	30.0	24.0	33.0	28.0	31.0	35.0	37.0	36.0	61.0	54.0	92.0	62.0	65.0	82.0	71.0	87.0	84.0	180.0	184.0	235.0	289.0	321.0	757.0	17748.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-36_S28_L001_paired_trim_R1	4.0	9.0	5.0	4.0	2.0	6.0	4.0	8.0	9.0	14.0	6.0	2.0	7.0	9.0	13.0	5.0	25.0	14.0	13.0	3.0	10.0	11.0	18.0	22.0	13.0	19.0	16.0	7.0	12.0	15.0	18.0	21.0	11.0	11.0	22.0	11.0	14.0	37.0	28.0	16.0	26.0	20.0	142.0	29444.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-36_S28_L001_paired_trim_R2	24.0	29.0	28.0	38.0	29.0	11.0	26.0	32.0	10.0	20.0	6.0	26.0	28.0	31.0	33.0	72.0	43.0	42.0	19.0	21.0	24.0	31.0	49.0	54.0	32.0	60.0	68.0	53.0	84.0	141.0	169.0	85.0	92.0	124.0	113.0	190.0	211.0	342.0	283.0	360.0	392.0	418.0	1035.0	25148.0
	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-37_S29_L001_paired_trim_R1	7.0	1.0	1.0	5.0	2.0	3.0	9.0	18.0	6.0	4.0	5.0	5.0	7.0	5.0	5.0	10.0	7.0	4.0	1.0	2.0	3.0	9.0	9.0	3.0	5.0	6.0	8.0	14.0	4.0	14.0	12.0	5.0	6.0	7.0	13.0	7.0	16.0	16.0	7.0	11.0	15.0	77.0	14494.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-37_S29_L001_paired_trim_R2	38.0	45.0	20.0	31.0	17.0	9.0	25.0	11.0	16.0	12.0	8.0	9.0	17.0	15.0	26.0	35.0	35.0	25.0	13.0	13.0	23.0	32.0	48.0	41.0	25.0	48.0	47.0	40.0	64.0	103.0	123.0	53.0	63.0	79.0	76.0	107.0	157.0	232.0	181.0	237.0	236.0	236.0	569.0	11628.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-38_S30_L001_paired_trim_R1	2.0	6.0	4.0	5.0	3.0	1.0	7.0	26.0	103.0	65.0	20.0	17.0	29.0	18.0	25.0	22.0	25.0	13.0	21.0	16.0	16.0	11.0	18.0	15.0	11.0	22.0	13.0	14.0	21.0	12.0	14.0	11.0	8.0	18.0	13.0	17.0	15.0	31.0	26.0	13.0	22.0	28.0	103.0	20825.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-38_S30_L001_paired_trim_R2	213.0	183.0	32.0	47.0	30.0	19.0	20.0	16.0	13.0	22.0	17.0	11.0	29.0	33.0	19.0	24.0	15.0	12.0	20.0	18.0	24.0	28.0	28.0	32.0	26.0	31.0	43.0	34.0	55.0	73.0	77.0	54.0	62.0	94.0	87.0	143.0	123.0	191.0	197.0	225.0	277.0	293.0	843.0	17892.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-39_S31_L001_paired_trim_R1	1.0	6.0	4.0	3.0	5.0	4.0	7.0	5.0	16.0	7.0	8.0	6.0	7.0	5.0	16.0	7.0	16.0	13.0	12.0	7.0	12.0	6.0	14.0	19.0	9.0	18.0	8.0	16.0	15.0	13.0	21.0	24.0	15.0	15.0	29.0	22.0	22.0	19.0	26.0	30.0	31.0	27.0	128.0	22079.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-39_S31_L001_paired_trim_R2	45.0	39.0	28.0	30.0	19.0	15.0	22.0	27.0	15.0	14.0	21.0	22.0	33.0	35.0	39.0	45.0	36.0	44.0	23.0	24.0	11.0	42.0	42.0	41.0	38.0	54.0	72.0	46.0	78.0	121.0	111.0	85.0	118.0	113.0	138.0	144.0	151.0	276.0	272.0	345.0	407.0	401.0	867.0	18224.0
	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-41_S32_L001_paired_trim_R1	3.0	4.0	2.0	3.0	0.0	4.0	13.0	11.0	6.0	6.0	3.0	3.0	5.0	9.0	9.0	6.0	13.0	13.0	3.0	6.0	10.0	15.0	10.0	6.0	8.0	6.0	6.0	16.0	15.0	8.0	21.0	5.0	12.0	10.0	10.0	10.0	18.0	27.0	8.0	16.0	20.0	108.0	16274.0
	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	251
Kwale-Coast-41_S32_L001_paired_trim_R2	37.0	40.0	18.0	28.0	12.0	14.0	9.0	7.0	9.0	16.0	18.0	11.0	21.0	27.0	40.0	29.0	33.0	28.0	23.0	25.0	18.0	16.0	33.0	35.0	17.0	34.0	39.0	35.0	47.0	59.0	60.0	55.0	48.0	51.0	63.0	88.0	74.0	163.0	147.0	157.0	206.0	240.0	561.0	14070.0
