Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
Kakamega-101_S80_L001_paired_trim_R1	0.009678199854826807	0.004839099927413403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004839099927413403	0.004839099927413403	0.0	0.006452133236551204	0.01774336640051581	0.01774336640051581	0.01774336640051581	0.004839099927413403	0.006452133236551204	0.012904266473102407	0.025808532946204815	0.03871279941930723	0.03871279941930723	0.06129526574723641	0.08387773207516563	0.06774739898378762	0.10323413178481929	0.13549479796757533	0.14355996451326436	0.13549479796757535	0.12420356480361072	0.2564722961529102	0.26292442938946137	0.1871118638599849	0.23550286313411883	0.28066779578997714	0.3145414952818709	0.5952092910718498	1.388821679167644	0.962980885555264	5.140737156222081	12.670376643277251	28.95233486571674	24.55036696507768	13.604322929267829	1.393660779095058	0.5290749253971992	0.7645777885313174	0.630696023872881	1.5710944431002203	1.8420840390353774	1.4146302121138499	0.30647632873618197	0.15323816436809112	0.23711589644325662	0.16291636422291797	0.29518509557221717	0.06290829905637423	0.08387773207516563	0.058069199128960816	0.008065166545689005	0.004839099927413403	0.0	0.0	0.003226066618275602	0.0	0.004839099927413403	0.004839099927413403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-101_S80_L001_paired_trim_R2	0.009186813859839788	0.004593406929919894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004593406929919894	0.004593406929919894	0.004593406929919894	0.007655678216533156	0.009186813859839788	0.015311356433066312	0.009186813859839788	0.0	0.012249085146453051	0.021435899006292836	0.015311356433066312	0.033684984152745893	0.03980952672597241	0.0826813247385581	0.15311356433066317	0.08880586731178461	0.09339927424170454	0.1148351732479974	0.11177290196138412	0.0964615455283178	0.17761173462356922	0.31388280687785924	0.24345056728575423	0.1837362771967957	0.20364104055978186	0.22354580392276807	0.2679487375786602	0.5282417969407888	1.3397436878933002	1.0534213225949587	5.110930777357478	12.760484451317138	25.825664895654416	22.307115187334205	13.118770191850803	1.7975532452419938	0.8788718592580054	1.3320880096767687	1.4775458957908998	2.3931650104882745	2.5707767451118393	1.8067400591018314	0.5925494939596668	0.28632236529834004	0.36900369003689826	0.3567546048904452	0.4287179801258572	0.2051721762030886	0.1255531227511438	0.10564835938815756	0.05665201880234535	0.06890110394879842	0.09952381681493105	0.10411722374485094	0.09186813859839787	0.0826813247385581	0.06890110394879842	0.05052747622911884	0.027560441579519368	0.009186813859839788	0.009186813859839788	0.004593406929919894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004593406929919894	0.004593406929919894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-102_S81_L001_paired_trim_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004423343457874954	0.004423343457874954	0.0	0.0	0.0	0.0	0.002948895638583302	0.005897791277166604	0.0	0.002948895638583302	0.005897791277166604	0.008846686915749908	0.05602901713308272	0.07372239096458254	0.16808705139924823	0.5204800802099541	0.12385361682049877	0.06340125622954099	0.15186812538704014	0.26687505529178845	0.2624517118339136	0.18872932086933134	0.22706496417091412	0.31405738550912166	0.3612397157264547	0.28161953348470503	0.42464097195599615	0.4098964937630795	0.33469965497920473	0.586830232078078	1.136799268673858	1.0601279820706921	6.828167851139795	14.424523016129417	27.763852437264518	22.200760815074595	13.582613311314077	2.975435699330538	1.0498068473356512	0.6841437881513259	0.501312258559162	0.7844062398631575	0.7077349532599922	0.35386747662999624	0.20199935124295612	0.12532806463979038	0.1032113473504156	0.21674382943587261	0.15776591666420667	0.03391229984370798	0.10173689953112396	0.06635015186812429	0.022116717289374765	0.016218926012208163	0.023591165108666417	0.020642269470083116	0.005897791277166604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-102_S81_L001_paired_trim_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027752723235967306	0.0	0.0027752723235967306	0.005550544647193461	0.0027752723235967306	0.005550544647193461	0.005550544647193461	0.006938180808991825	0.015263997779782018	0.027752723235967308	0.049954901824741146	0.10129743981128068	0.21647124124054484	0.4176784847013086	0.16929161173940052	0.10129743981128067	0.11656143759106272	0.19843197113716612	0.2775272323596727	0.20537015194615793	0.29695413862485004	0.41629084853950993	0.40102685075972794	0.3663359467147686	0.4121279400541149	0.3677235828765669	0.40935266773051815	0.6091722750294826	1.0407271213487694	0.9505307708318768	6.108374384236515	13.523902032886129	25.489488656076443	19.805730937347782	12.694095608130901	3.1041420939429147	1.3029903559286653	1.0976202039825054	1.2918892666342778	1.8913480885311755	2.141122597654883	1.3709845278567854	0.5897453687643053	0.3441337681259946	0.2803025046832698	0.31360577256643046	0.2275723305349318	0.11933670991465942	0.13598834385623984	0.15957815860681196	0.10129743981128067	0.05689308263373298	0.05689308263373298	0.06105599111912807	0.07076944425171663	0.10823562062027249	0.09158398667869211	0.054117810310136245	0.06660653576632153	0.07076944425171663	0.041629084853950955	0.012488725456185287	0.0041629084853950955	0.0041629084853950955	0.0041629084853950955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041629084853950955
Kakamega-103_S82_L001_paired_trim_R1	0.016690311274304603	0.008345155637152301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005563437091434867	0.0027817185457174333	0.0027817185457174333	0.005563437091434867	0.0	0.008345155637152301	0.033380622548609205	0.06258866727864223	0.11544131964727354	0.20584717238308994	0.3922223149461586	0.10570530473726251	0.10848702328297996	0.16273053492446984	0.16551225347018725	0.1335224901944369	0.12239561601156716	0.18915686110878538	0.27121755820744947	0.3226793513032223	0.19889287601879638	0.235055217113123	0.2920804473003305	0.5062727753205739	1.442321065954494	8.068374641853747	17.96851094606061	27.575175943700124	23.376171798937737	8.613591476814394	4.566190992795106	1.2378647528442568	0.8748504826281306	0.589724331692096	0.40752176694760434	0.4409023894962138	0.37692286294471256	0.22531920220311194	0.08623327491724046	0.06815210437007713	0.06397952655150096	0.08762413419009916	0.07093382291579454	0.018081170547163315	0.04589835600433765	0.0500709338229138	0.019472029820022038	0.02086288909288075	0.013908592728587167	0.004172577818576151	0.0027817185457174333	0.0027817185457174333	0.005563437091434867	0.0027817185457174333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-103_S82_L001_paired_trim_R2	0.007902743569142171	0.003951371784571086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003951371784571086	0.003951371784571086	0.0	0.0	0.0	0.0	0.0	0.003951371784571086	0.003951371784571086	0.0	0.0	0.0	0.0	0.0	0.0	0.013171239281903616	0.030293850348378323	0.052684957127614444	0.08297880747599279	0.24498505064340695	0.4175282852363454	0.14751787995732057	0.10405279032703861	0.17517748244931802	0.1883487217312216	0.152786375670082	0.17386035852112766	0.25025354635616853	0.2634247856380722	0.30425562741197354	0.3279638581194002	0.29898713169921215	0.31742686669387726	0.4952385969995769	1.4264452142301671	6.640938845935997	16.46931759809098	26.109347628520542	21.644297511953212	8.477009601833423	4.856235923237868	2.2601846607746654	1.6740645127299532	1.1959485267968484	0.8706189165338286	0.8047627201243107	0.7810544894168838	0.5848030241165207	0.41094266559539283	0.27527890099178554	0.17122611066474697	0.204154208869506	0.17517748244931805	0.10536991425522893	0.09483292282970605	0.08429593140418316	0.06322194855313736	0.06585619640951808	0.0961500467578964	0.09351579890151568	0.05927057676856628	0.055319204983995195	0.051367833199424104	0.03556234606113977	0.02370823070742651	0.011854115353713255	0.011854115353713255	0.019756858922855426	0.019756858922855426	0.007902743569142171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-105_S83_L001_paired_trim_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003774297037176959	0.0	0.0	0.0	0.03019437629741567	0.02642007926023871	0.011322891111530878	0.0	0.003774297037176959	0.007548594074353918	0.011322891111530878	0.024532930741650232	0.04340441592753503	0.06793734666918526	0.11322891111530876	0.06227590111341981	0.14342328741272448	0.12832609926401664	0.19437629741461343	0.13210039630119358	0.18682770334025955	0.18494055482167107	0.12643895074542813	0.2547650500094446	0.24344215889791376	0.1906020003774365	0.3566710700132223	1.002075863370481	3.8686544631063615	3.000566144555706	0.8963955463295274	3.4591432345726827	10.27929798075182	23.040196263444678	20.920928477070298	14.870730326477005	4.589545197207121	0.792602377807162	0.8907341007737619	2.9703717682582913	3.485563313832922	1.1473862993017927	0.6001132289111372	0.390639743347815	0.2887337233440372	0.25853934704662157	0.2151349311190867	0.13776184185695903	0.03019437629741567	0.12077750518966271	0.1302132477826051	0.013210039630119356	0.007548594074353918	0.03208152481600415	0.005661445555765439	0.0	0.003774297037176959	0.0	0.003774297037176959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-105_S83_L001_paired_trim_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035304501323919733	0.0035304501323919733	0.0	0.01941747572815585	0.01588702559576388	0.02118270079435184	0.0	0.01941747572815585	0.02118270079435184	0.01588702559576388	0.0035304501323919733	0.014121800529567893	0.03883495145631171	0.08649602824360332	0.08473080317740735	0.1676963812886188	0.1571050308914429	0.1924095322153626	0.18534863195057863	0.22594880847308618	0.18005295675199068	0.17299205648720672	0.22065313327449826	0.22065313327449826	0.24007060900265412	0.4095322153574688	1.1756398940865231	4.1147396293028065	4.342453662842093	2.171226831421067	3.3857016769638935	10.075904677847086	20.910856134155896	19.004413062664653	12.423654015887484	3.544571932921524	1.034421888790847	1.228596646072404	2.9532215357458953	3.5834068843778417	2.2736098852604347	1.3045013239188326	0.5913503971756557	0.41129744042366495	0.3901147396293129	0.38658428949692103	0.29832303618712164	0.1959399823477545	0.2135922330097144	0.18358340688438254	0.10238305383936724	0.08826125330979932	0.10944395410415117	0.1059135039717592	0.09885260370697524	0.13415710503089498	0.1200353045013271	0.08473080317740736	0.07943512797881941	0.06354810238305551	0.04766107678729164	0.01588702559576388	0.0	0.0	0.0	0.00529567519858796	0.01059135039717592	0.01059135039717592	0.00529567519858796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kakamega-106_S84_L001_paired_trim_R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005477651183172734	0.0	0.0	0.0	0.010955302366345468	0.010955302366345468	0.0	0.021910604732690936	0.016432953549518202	0.0492988606485546	0.21910604732690944	0.4245179666958865	0.07668711656441826	0.13420245398773192	0.20815074496056393	0.520376862401409	0.5422874671341	1.1338737949167577	0.3998685363716092	0.26292725679229134	0.36426380368098665	0.5176380368098228	0.7148334794040425	1.5364811568799481	1.2927256792287647	1.02705959684489	1.429666958808081	1.3475021910604907	4.814855390008846	13.192922874671877	28.609772129709288	19.029360210342343	8.758764241893049	4.395815074496155	1.8980061349693438	1.0133654688869578	0.7668711656441838	1.2023444347064156	1.4351446099912541	0.5148992112182363	0.23827782646801396	0.2711437335670504	0.28483786152498225	0.405346187554782	0.27662138475022313	0.05751533742331371	0.23006134969325492	0.19171779141104572	0.027388255915863663	0.013694127957931831	0.005477651183172734	0.0246494303242773	0.013694127957931831	0.008216476774759101	0.013694127957931831	0.013694127957931831	0.016432953549518202	0.008216476774759101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
