Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	240
Kakamega-101_S80_L001_R1_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002711374214831217	0.004518957024718695	0.00903791404943739	0.013556871074156086	0.018979619503818518	0.03163269917303087	0.03615165619774956	0.03615165619774956	0.037055447602693296	0.04067061322246825	0.05151611008179312	0.07682226942021782	0.0903791404943739	0.10393601156852998	0.13014596231189843	0.1572597044602106	0.17714311536897284	0.21239098016177865	0.2982511636314339	0.4473767454471508	0.5901757874282615	0.661575308418817	0.7139952099055538	0.8631207917212708	0.9995932938677754	1.2300601021284288	1.4144335487369517	1.6539382710470423	1.7587780740205161	1.8663292512088212	2.030819286908582	2.2694202178137286	2.568575172850106	2.7800623616069413	3.1135613900311805	3.3593926521758775	3.447964209860364	3.5437660987844004	3.7037371774594425	3.971259433322789	4.130326720592888	4.245108229020742	4.36531248587826	4.546974558271951	4.777441366532605	4.84884088752316
Kakamega-101_S80_L001_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004518957024718695	0.00903791404943739	0.014460662479099823	0.02711374214831217	0.03163269917303087	0.03163269917303087	0.03253649057797461	0.03615165619774956	0.04518957024718695	0.06778435537078044	0.08314880925482397	0.09941705454381129	0.1256270052871797	0.15274074743549187	0.17443174115414162	0.21510235437660988	0.30728907768087127	0.45370328528175696	0.5983099100727551	0.6660942654435356	0.7185141669302725	0.8631207917212708	0.9995932938677754	1.2300601021284288	1.4135297573320078	1.644900356997605	1.746124994351304	1.8618102941841024	2.0308192869085815	2.2621898865741783	2.552306927561119	2.7475258710289667	3.077409733833431	3.3169144561435218	3.395544308373627	3.485019657463057	3.647702110352931	3.901667495142121	4.048985494147951	4.146594965881874	4.252338560260292	4.41863617876994	4.638257490171268	4.695196348682724
Kakamega-102_S81_L001_R1_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016400164001640015	0.004100041000410004	0.008200082000820008	0.013120131201312012	0.016400164001640016	0.02132021320213202	0.03280032800328003	0.03936039360393604	0.05084050840508405	0.05412054120541206	0.06478064780647806	0.1016810168101681	0.11972119721197212	0.1287412874128741	0.15088150881508816	0.2665026650266503	0.3427634276342763	0.3788437884378844	0.44690446904469044	0.6240262402624026	1.1102911029110292	1.5260352603526033	1.8163181631816319	1.879458794587946	1.97129971299713	2.1377613776137765	2.2796227962279625	2.394423944239443	2.5453054530545307	2.665026650266503	2.810988109881099	3.0135301353013526	3.217712177121771	3.4095940959409594	3.5793357933579335	3.822878228782288	4.0360803608036075	4.144321443214432	4.2443624436244365	4.415744157441575	4.757687576875769	4.883968839688397	5.0118901189011895	5.093070930709307	5.209512095120951	5.341533415334153	5.457154571545716
Kakamega-102_S81_L001_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004100041000410004	0.009020090200902008	0.012300123001230012	0.013120131201312012	0.024600246002460024	0.031160311603116032	0.04264042640426404	0.046740467404674045	0.06068060680606806	0.0975809758097581	0.1156211562115621	0.12300123001230012	0.14104141041410415	0.25420254202542025	0.3304633046330463	0.3665436654366544	0.43296432964329645	0.6076260762607626	1.0856908569085693	1.4981549815498154	1.7917179171791715	1.8548585485854858	1.94669946699467	2.116441164411644	2.2574825748257483	2.3657236572365727	2.5166051660516606	2.6322263222632225	2.774087740877409	2.973349733497335	3.178351783517835	3.366133661336613	3.5227552275522753	3.760557605576056	3.953259532595326	4.0664206642066425	4.164821648216482	4.332923329233292	4.656826568265682	4.777367773677737	4.897908979089791	4.9815498154981555	5.072570725707257	5.177531775317754	5.252152521525216
Kakamega-103_S82_L001_R1_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031360250882007056	0.009408075264602116	0.011760094080752646	0.01568012544100353	0.022736181889455115	0.027440219521756175	0.036848294786358295	0.0431203449627597	0.05488043904351235	0.08467267738141905	0.10427283418267345	0.11368090944727557	0.11603292826342611	0.15523324186593493	0.18659349274794199	0.2250098000784006	0.2689141513132105	0.33633869070952566	0.5150921207369659	0.7016856134849079	0.9980399843198745	1.0356722853782832	1.0693845550764407	1.1438651509212074	1.2206977655821247	1.2787142297138376	1.3876911015288123	1.5256762054096433	1.684045472363779	1.987455899647197	2.130145041160329	2.425715405723246	2.696981575852607	2.9313994511956096	3.1062328498627987	3.1689533516268127	3.2301058408467265	3.3335946687573506	3.520188161505292	3.603292826342611	3.7295178361426893	3.812622500980008	3.9129753038024306	4.04547236377891	4.1905135241081926
Kakamega-103_S82_L001_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015680125441003528	0.005488043904351235	0.007840062720501764	0.011760094080752646	0.018816150529204233	0.023520188161505293	0.032928263426107406	0.03920031360250882	0.05096040768326147	0.08075264602116818	0.10035280282242258	0.1097608780870247	0.11211289690317523	0.15131321050568405	0.18267346138769108	0.22108976871814975	0.26421011368090946	0.32771462171697374	0.5009800078400627	0.6797334378675031	0.9800078400627206	1.0168561348490788	1.0552724421795374	1.1321050568404547	1.2073696589572716	1.2685221481771856	1.37749901999216	1.51156409251274	1.6675813406507252	1.9615836926695416	2.0964327714621716	2.3849470795766363	2.625637005096041	2.853782830262642	3.023912191297531	3.084280674245394	3.1407291258330066	3.239513916111329	3.426107408859271	3.5092120736965895	3.627597020776166	3.6981575852606823	3.7695021560172486	3.8855350842806744	3.9984319874559
Kakamega-105_S83_L001_R1_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003924069259822436	0.01765831166920096	0.024525432873890224	0.02550645018884583	0.029430519448668268	0.029430519448668268	0.029430519448668268	0.03727865796831314	0.052974935007602884	0.05984205621229215	0.10987393927502823	0.22661499975474567	0.23740619021925738	0.2697797616127925	0.32471673125030653	0.720066709177417	5.733065188600579	5.805660469907294	5.892971010938343	6.08132633540982	6.3314857507235	6.472752244077109	6.574778044832492	6.689557070682298	6.814146269681659	6.980919213224114	7.1094324814832985	7.3762691911512235	7.997253151518125	8.559376072987689	9.10874576936283	9.480551331731006	9.925933192720851	10.146662088585865	10.335998430372296	10.470397802521216	10.595968018835531	10.730367390984451	10.930494923235395	11.121793299651738	11.249325550595968	11.383724922744886	11.512238191004071	11.601510766665033	11.717270809829794	11.904645116986314
Kakamega-105_S83_L001_R2_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003924069259822436	0.02256339824397901	0.029430519448668268	0.030411536763623875	0.03531662333840192	0.03924069259822436	0.03924069259822436	0.047088831117869226	0.06278510815715897	0.06965222936184823	0.11772207779467307	0.2315200863295237	0.2423112767940354	0.2776279001324373	0.33648893902977384	0.7347819689017511	5.772305881198803	5.844901162505518	5.9331927208515225	6.125472114582823	6.374650512581548	6.500220728895866	6.599303477706381	6.716044538186099	6.850443910335018	7.015254819247559	7.137881983617009	7.395889537450335	8.002158238092903	8.55447098641291	9.095992544268407	9.467798106636582	9.916123019571296	10.11625055182224	10.296757737774072	10.434100161867857	10.556727326237308	10.685240594496493	10.866728797763281	11.046254966400156	11.161033992249964	11.2816991219895	11.403345269044	11.484769706185315	11.589738558885566	11.747682346593418
Kakamega-106_S84_L001_R1_001 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014502211587267059	0.036255528968167645	0.049307519396708	0.058008846349068235	0.058008846349068235	0.058008846349068235	0.059459067507794935	0.06525995214270176	0.0783119425712421	0.08701326952360235	0.1276194619679501	0.2755420201580741	0.2842433471104343	0.345152635776956	0.43651656877673845	0.46842143426872596	0.5090276267130738	0.5525342614748749	0.6511493002682909	0.8222753969980422	1.11812051337829	1.4719744761076063	1.6256979189326373	1.7707200348053078	1.8780364005510841	2.050612718439562	2.286998767312015	2.591545210644623	3.1672830106591254	3.7343194837212677	4.3927198897831925	4.713218765861795	5.130882459575085	5.538394605177289	5.964759625842941	6.240301646001015	6.382423319556232	6.579653397143065	6.818939888332972	7.108984120078313	7.284460880284243	7.464288303966356	7.641215285331013	7.835544920600391	7.980567036473062	8.055978536726851
